_key,Cleaned Incident,Year,Cleaned Event,Location,Latitude,Longitude,Cleaned Impact,Cleaned Group,Cleaned Outcome
552,sultanate becomes a british protectorate,1887,colonial subjugation,Maldives,4.175240000000031,73.50928000000005,british protection in exchange for defense and nonunknowninterference in internal affairs.,british empire,mixed
553,formation of the united malays national organisation,1946,political movement,Malaysia,2.500000000000057,112.50000000000011,political mobilization of malays for rights and independence.,onn jaafar,positive
556,golden horde rule,1200,political dominion,Kazakhstan,48.18310616400004,67.19504548200007,"strengthened trade routes across central asia, impacting the silk road economy",batu khan,mixed
558,introduction of buddhism,746,religious spread,Bhutan,27.41482682700007,90.42623098500007,"establishment of buddhism as the state religion, shaping bhutanese culture and governance",padmasambhava guru rinpoche,positive
559,conversion to islam,1153,religious conversion,Maldives,4.175240000000031,73.50928000000005,"transition to islam, influencing maldivian culture, trade, and politics",abu alunknownbarakat yusuf alunknownbarbari,positive
560,malacca sultanate established,1402,sultanate formation,Malacca,2.1960000000000264,102.24050000000005,foundation of a powerful maritime trading state in southeast asia,parameswara,positive
561,islamic conquest of persia,651,military conquest,Persia,42.384131,-78.936278,"introduction of islam, leading to significant cultural and religious changes",arab conquerors,mixed
562,foundation of baghdad,762,city foundation,Iraq,33.03897467000007,43.77717241800008,establishment of baghdad as a major cultural and scholarly center,caliph alunknownmansur,positive
563,arrival of the russians,1731,political annexation,Kazakhstan,48.18310616400004,67.19504548200007,beginning of russian influence and eventual control over kazakh lands,russian empire,negative
564,timurid empire peaks,1405,empire peak,Samarkand,39.831816747361735,66.40457946015763,samarkand becomes a leading center of islamic culture and arts,timur,positive
565,unification of bhutan,1634,country unification,Bhutan,27.41482682700007,90.42623098500007,establishment of bhutan as a unified kingdom under a dual system of government,ngawang namgyal zhabdrung rinpoche,positive
566,sultanate reunknownestablished,1558,political restoration,Maldives,4.175240000000031,73.50928000000005,"restoration of the sultanate, reaffirming maldivian independence and sovereignty",muhammad thakurufaanu alunknownauam,positive
567,british colonization begins,1824,colonial rule,Malaysia,2.500000000000057,112.50000000000011,"start of british colonial rule, affecting political and social structures",british east india company,negative
568,anglounknownrussian agreement,1907,diplomatic agreement,Iran,32.55801995200005,54.305910263000044,"divided iran into spheres of british and russian influence, compromising its sovereignty.","united kingdom, russia",negative
569,creation of iraq by the league of nations,1920,state formation,Iraq,33.03897467000007,43.77717241800008,formalized the creation of the modern state of iraq under british mandate.,"league of nations, united kingdom",mixed
570,virgin lands campaign,1954,agricultural development,Kazakhstan,48.18310616400004,67.19504548200007,aimed to boost soviet agriculture led to significant demographic changes.,nikita khrushchev,mixed
571,establishment of uzbek ssr,1924,political reorganization,Uzbekistan,41.58134563700003,63.42188301400006,formation of uzbek soviet socialist republic within the ussr.,soviet government,mixed
572,treaty of sinchula,1865,diplomatic agreement,Bhutan,27.41482682700007,90.42623098500007,"ceded border lands to british india in exchange for an annual subsidy, defining borders.","british india, bhutanese government",mixed
573,introduction of english as a medium of education,1940,educational reform,Maldives,4.175240000000031,73.50928000000005,marked the beginning of modern education in the maldives.,maldivian government,positive
574,japanese occupation of malaya,1941,military occupation,Malaya,14.3929855,121.3376079,"japanese control during wwii, leading to significant hardship and resistance movements.",japanese empire,negative
575,nationalization of oil industry,1951,economic nationalism,Iran,32.55801995200005,54.305910263000044,marked a pivotal moment in irans struggle for sovereignty over its oil resources.,mohammad mossadegh,positive
576,baghdad pact,1955,military alliance,Iraq,33.03897467000007,43.77717241800008,"aimed to counter soviet influence in the middle east, involving iraq and western powers.","iraq, united kingdom, others",mixed
577,kengir uprising,1954,political rebellion,Kazakhstan,48.18310616400004,67.19504548200007,"a major uprising by gulag prisoners, highlighting resistance to soviet repression.","gulag prisoners, soviet government",negative
578,collectivization in uzbekistan,1930,agricultural policy,Uzbekistan,41.58134563700003,63.42188301400006,"forced collectivization under soviet rule, leading to economic and social upheaval.",soviet government,negative
579,establishment of the national assembly,1953,political development,Bhutan,27.41482682700007,90.42623098500007,"introduced a new legislative body, marking a step towards modern governance.",jigme dorji wangchuck,positive
580,first constitution of maldives,1932,constitutional development,Maldives,4.175240000000031,73.50928000000005,"introduction of the first constitution, laying the foundation for legal and political reform.",sultan muhammad shamsuddeen iii,positive
581,malayan emergency,1948,counterunknowninsurgency,Malaya,14.3929855,121.3376079,a guerrilla war between commonwealth armed forces and the malayan national liberation army.,"british empire, mnla",mixed
582,reza shahs modernization efforts,1925,modernization policy,Iran,32.55801995200005,54.305910263000044,"initiatives for modernization and secularization, impacting various aspects of iranian society.",reza shah pahlavi,positive
583,faisal i becomes king of iraq,1921,monarchy establishment,Iraq,33.03897467000007,43.77717241800008,"establishment of the hashemite monarchy in iraq, under british influence.",faisal i,mixed
584,silk road decline,1500,economic shift,Central Asia,43.00465000000003,71.71875000000006,"decline of the silk road trade routes, impacting central asian economies and cities like samarkand.",unknown,negative
585,duar war britishunknownbhutan war,1864,military conflict,Bhutan,27.41482682700007,90.42623098500007,conflict with british india leading to ceding of bhutanese territories in the treaty of sinchula.,british india,negative
586,sultanate abolished and restored,1953,political change,Maldives,4.175240000000031,73.50928000000005,"brief abolition of the sultanate, showing political instability and change.",unknown,mixed
587,federated malay states formed,1895,colonial administration,Malaya,14.3929855,121.3376079,british establishment of federated administrative structure to streamline colonial governance.,british colonial administration,negative
588,anglounknowniranian oil company nationalized,1951,nationalization,Iran,32.55801995200005,54.305910263000044,"nationalization of irans oil industry, leading to a significant political and economic standoff.",mohammad mossadegh,mixed
589,kingdom of iraq independence,1932,independence,Iraq,33.03897467000007,43.77717241800008,"iraqs independence from british mandate, marking the establishment of a sovereign state.",unknown,positive
590,famine of 1932unknown1933,1932,famine,Kazakhstan,48.18310616400004,67.19504548200007,"devastating famine caused by soviet collectivization policies, greatly affecting the kazakh populace.",soviet government,negative
591,bukharan peoples soviet republic formed,1920,state formation,Bukhara,39.7689519,64.4300414,"establishment of a soviet republic, incorporating bukhara into the soviet union.",soviet government,negative
592,establishment of monarchy,1907,monarchy establishment,Bhutan,27.41482682700007,90.42623098500007,"establishment of the wangchuck dynasty, bringing stability and central governance.",ugyen wangchuck,positive
593,introduction of first constitution,1932,constitutional development,Maldives,4.175240000000031,73.50928000000005,"adoption of the first constitution, initiating legal and governmental reforms.",sultan muhammad shamsuddeen iii,positive
594,constitutional revolution,1905,political reform,Iran,32.55801995200005,54.305910263000044,"establishment of a constitution and a parliament, aiming for modernization and reduction of monarchic power.",constitutional revolutionaries,positive
595,british occupation of basra,1914,military occupation,Basra,30.5192335,47.760954,"start of british involvement in iraq during wwi, leading to eventual british mandate.",british forces,negative
596,forced sedentarization of nomads,1930,social policy,Kazakhstan,48.18310616400004,67.19504548200007,"soviet policies aimed to settle nomadic populations, significantly altering traditional lifestyles.",soviet government,negative
597,russian conquest of tashkent,1865,military conquest,Tashkent,41.3152751,69.2891866,"incorporation into the russian empire, impacting local governance and development.",russian empire,negative
598,treaty of punakha with british india,1910,diplomatic agreement,Punakha,27.99561964150947,89.94817138929035,"affirmed british protection in exchange for internal autonomy, securing bhutans sovereignty.",british india,positive
599,formal british protectorate status,1887,protectorate establishment,Maldives,4.175240000000031,73.50928000000005,"established a formal protectorate under british empire, influencing foreign policy and defense.",british empire,mixed
600,japanese occupation,1942,military occupation,Malaya,14.3929855,121.3376079,"japanese control disrupted british colonial rule, contributing to the rise of independence movements.",japanese empire,negative
601,mossadeghs premiership and oil nationalization,1951,economic policy,Iran,32.55801995200005,54.305910263000044,marked a pivotal point in iranian nationalism and conflict with western powers over oil resources.,mohammad mossadegh,mixed
602,14 july revolution,1958,political revolution,Iraq,33.03897467000007,43.77717241800008,"overthrow of the hashemite monarchy, leading to the establishment of a republic.",iraqi army and revolutionaries,mixed
603,accession to the soviet union,1922,political union,Soviet Union,19.068381,72.898241,"integration into the soviet union, significantly impacting political and social structures.",soviet government,negative
604,establishment of the uzbek soviet socialist republic,1924,state formation,Uzbek SSR,57.9222543,60.0937003,"formation as a constituent republic of the soviet union, altering national identity and governance.",soviet government,negative
605,first fiveunknownyear plan,1961,economic development,Bhutan,27.41482682700007,90.42623098500007,"initiation of planned economic development, focusing on modernization and infrastructure.","third king of bhutan, jigme dorji wangchuck",positive
606,suvadive rebellion,1959,secession attempt,Addu Atoll,-0.6388199999999529,73.16208000000006,attempted secession highlighting regional discontent and desire for greater autonomy within maldives.,abdullah afeef,negative
607,formation of federation of malaya,1948,political reorganization,Malaya,14.3929855,121.3376079,"british response to increasing nationalist movements, setting the stage for eventual independence.",british colonial administration,mixed
608,1953 iranian coup dtat,1953,political coup,Tehran,35.6863968,51.4328575,"overthrow of prime minister mohammad mossadegh, consolidation of shahs power.","cia, mi6",negative
609,1979 iranian revolution,1979,revolution,Iran,32.55801995200005,54.305910263000044,"establishment of the islamic republic of iran, fall of the pahlavi dynasty.",ayatollah khomeini,mixed
610,1958 iraqi revolution,1958,revolution,Iraq,33.03897467000007,43.77717241800008,"overthrow of the hashemite monarchy, establishment of a republic.",abdul karim qasim,mixed
611,iranunknowniraq war,1980,military conflict,Iraq,33.03897467000007,43.77717241800008,"attempted to dominate the persian gulf region, resulted in stalemate and devastation.",saddam hussein,negative
612,gulf war,1991,military conflict,"Kuwait, Iraq",34.21667000000008,43.866670000000056,iraqs invasion of kuwait leads to conflict and subsequent economic sanctions.,"saddam hussein, coalition forces",negative
613,independence from the soviet union,1991,independence,Kazakhstan,48.18310616400004,67.19504548200007,kazakhstan declares sovereignty as the soviet union collapses.,nursultan nazarbayev,positive
614,capital moved to astana,1997,administrative change,Uzbekistan,41.58134563700003,63.42188301400006,moving the capital was aimed at political and economic development.,nursultan nazarbayev,mixed
615,independence from the soviet union,1991,independence,Uzbekistan,41.58134563700003,63.42188301400006,uzbekistan declares independence following the dissolution of the soviet union.,unknown,positive
616,death of islam karimov,2016,political change,Uzbekistan,41.58134563700003,63.42188301400006,transition of power after the death of longunknowntime leader islam karimov.,unknown,mixed
617,introduction of television,1999,cultural change,Bhutan,27.41482682700007,90.42623098500007,"marking the end of bhutans isolation, introduction of television and the internet.",jigme singye wangchuck,positive
618,first democratic elections,2008,political development,Bhutan,27.41482682700007,90.42623098500007,transition to a constitutional monarchy with the first democratic elections.,jigme khesar namgyel wangchuck,positive
619,introduction of a multiparty system,2005,political reform,Maldives,4.175240000000031,73.50928000000005,reformation towards a more democratic political system.,maumoon abdul gayoom,positive
620,2004 tsunami impact,2004,natural disaster,Maldives,4.175240000000031,73.50928000000005,devastation and subsequent reconstruction efforts highlighting vulnerability to climate change.,unknown,negative
621,independence from the united kingdom,1957,independence,Malaysia,2.500000000000057,112.50000000000011,"end of british colonial rule, establishment of the federation of malaya.",tunku abdul rahman,positive
622,formation of malaysia,1963,state formation,Malaysia,2.500000000000057,112.50000000000011,"merger of malaya, sabah, sarawak, and singapore into malaysia singapore later exits in 1965.",tunku abdul rahman,positive
623,1969 race riots,1969,civil unrest,Malaysia,2.500000000000057,112.50000000000011,ethnic tensions leading to significant violence and the establishment of the new economic policy.,unknown,negative
624,new economic policy introduced,1971,economic policy,Malaysia,2.500000000000057,112.50000000000011,aimed at eradicating poverty and restructuring societal economic imbalance.,abdul razak hussein,mixed
625,green movement,2009,political movement,Iran,32.55801995200005,54.305910263000044,"protests over the disputed presidential election results, calling for political reform.",opposition supporters,negative
626,isis captures mosul,2014,military occupation,Mosul,36.3430174,43.1450581,"isiss rapid territorial gains in iraq, leading to international military interventions.",isis,negative
627,zhanaozen massacre,2011,civil unrest,Zhanaozen,43.3453744,52.8474764,"violent crackdown on striking oil workers, leading to numerous deaths and injuries.",kazakhstan government,negative
628,currency convertibility introduced,2017,economic policy,Uzbekistan,41.58134563700003,63.42188301400006,introduction of currency convertibility to boost investment and economic liberalization.,shavkat mirziyoyev,positive
629,gross national happiness introduced,1972,social policy,Bhutan,27.41482682700007,90.42623098500007,concept of measuring and promoting happiness as a goal of governance.,king jigme singye wangchuck,positive
630,political crisis and state of emergency,2018,political crisis,Maldives,4.175240000000031,73.50928000000005,political tensions leading to a state of emergency and concerns over democracy.,abdulla yameen,negative
631,1mdb scandal,2015,corruption scandal,Malaysia,2.500000000000057,112.50000000000011,a major corruption scandal involving the state fund 1mdb and leading political figures.,najib razak,negative
632,us withdrawal from the jcpoa,2018,diplomatic event,Iran,32.55801995200005,54.305910263000044,"us withdrawal from the nuclear deal, leading to heightened tensions and economic sanctions.",donald trump,negative
633,protests against corruption and unemployment,2019,civil unrest,Iraq,33.03897467000007,43.77717241800008,nationwide protests demanding political reform and action against corruption.,protesters,negative
634,presidential transition,2019,political change,Kazakhstan,48.18310616400004,67.19504548200007,"nursultan nazarbayev resigns after decades in power, kassymunknownjomart tokayev becomes president.","nursultan nazarbayev, kassymunknownjomart tokayev",mixed
635,release of political prisoners,2016,human rights improvement,Uzbekistan,41.58134563700003,63.42188301400006,"following karimovs death, numerous political prisoners were released as part of reforms.",shavkat mirziyoyev,positive
636,decriminalization of homosexuality,2020,legal reform,Bhutan,27.41482682700007,90.42623098500007,amendment of the penal code to decriminalize sameunknownsex relationships.,bhutanese parliament,positive
637,presidential election victory of ibrahim solih,2018,electoral victory,Maldives,4.175240000000031,73.50928000000005,marked a significant shift in the political landscape towards democratic reform.,ibrahim mohamed solih,positive
638,pakatan harapan electoral victory,2018,general election,Malaysia,2.500000000000057,112.50000000000011,"the opposition coalitions victory, ending six decades of umnounknownled government rule.",mahathir mohamad,positive
639,malaysia airlines flight mh370 disappearance,2014,aviation,Malaysia,2.500000000000057,112.50000000000011,"disappeared en route from kuala lumpur to beijing with 239 people on board, remains missing.",boeing 777unknown200er,negative
640,japan airlines flight 123,1985,aviation,Japan,36.655226998000046,139.27149500000007,the worlds deadliest singleunknownaircraft accident with 520 fatalities.,boeing 747sr,negative
641,china airlines flight 611,2002,aviation,Taiwan,23.752816021000058,120.95346396100001,"disintegration in midunknownflight due to structural failure, killing all 225 aboard.",boeing 747unknown209b,negative
642,korean air flight 801,1997,aviation,South Korea,36.35627096300004,127.80639593300009,"crashed on approach to guam due to pilot error and adverse conditions, 228 fatalities.",boeing 747unknown300,negative
643,airasia flight qz8501,2014,aviation,Indonesia,-0.989818181999965,113.91586500000005,"crashed into the java sea during bad weather, killing all 162 people on board.",airbus a320unknown216,negative
644,pakistan international airlines flight 268,1992,aviation,Pakistan,30.314282999000056,70.21010363900007,"crashed into a hillside on approach to kathmandu, 167 fatalities.",airbus a300b4unknown203,negative
645,philippine airlines flight 434,1994,aviation,Philippines,14.164862797000069,120.8616300000001,"a bomb exploded on board, killing one and injuring several part of a terrorist plot.",boeing 747unknown283b,negative
646,silkair flight 185,1997,aviation,Singapore,1.2894365,103.8499802,"crashed into the musi river, all 104 aboard died, cause of the crash was controversial.",boeing 737unknown36n,negative
647,oneunknowntwounknowngo airlines flight 269,2007,aviation,Thailand,15.11680278700004,101.01223920600006,"crashed on landing in poor weather conditions at phuket, 90 fatalities.",mcdonnell douglas mdunknown82,negative
648,mv sewol ferry sinking,2014,maritime,South Korea,36.35627096300004,127.80639593300009,"ferry capsized and sank during a voyage to jeju, over 300 dead, mostly high school students.",mv sewol,negative
649,fukushima daiichi nuclear disaster,2011,nuclear accident,Japan,36.655226998000046,139.27149500000007,"earthquake and tsunami led to nuclear meltdowns, releasing significant amounts of radioactive material.",fukushima daiichi nuclear power plant,negative
650,wenzhou train collision,2011,rail,China,36.567348398000036,103.93002703300004,"highunknownspeed train collision due to signal failure, causing 40 deaths and over 190 injuries.",highunknownspeed trains,negative
651,mv doa paz collision,1987,maritime,Philippines,14.164862797000069,120.8616300000001,"collided with a tanker, resulting in the worlds deadliest peacetime maritime disaster with over 4,300 deaths.","mv doa paz, mt vector",negative
652,nedelin catastrophe,1960,spacecraft accident,Russia,61.989526183000066,96.80537153400007,"explosion during missile test, killing over 100 people, including top missile program personnel.",runknown16 ballistic missile,negative
653,sidoarjo mud flow,2006,industrial accident,Indonesia,-0.989818181999965,113.91586500000005,"gas exploration drilling mishap causing a mud volcano, displacing thousands and submerging villages.",lapindo brantas drilling rig,negative
654,tham luang cave rescue,2018,rescue operation,Thailand,15.11680278700004,101.01223920600006,"a youth football team and their coach were trapped in a cave for 18 days, global rescue effort.","divers, pumps, and rescue equipment",positive
655,declaration of independence,1776,political,USA,39.39870315600007,-99.41461918999994,marked the usas declaration of independence from british rule.,continental congress,positive
656,louisiana purchase,1803,territorial acquisition,USA,39.39870315600007,-99.41461918999994,"doubled the size of the usa, acquiring territory from france.",thomas jefferson,positive
657,civil war,1861,war,USA,39.39870315600007,-99.41461918999994,"resolved the issues of slavery and secession, preserving the union.","abraham lincoln, jefferson davis",mixed
658,womens suffrage 19th amendment,1920,legislative,USA,39.39870315600007,-99.41461918999994,granted women the right to vote.,suffragists,positive
659,stock market crash of 1929,1929,economic,USA,39.39870315600007,-99.41461918999994,"led to the great depression, impacting global economy.",unknown,negative
660,moon landing apollo 11,1969,space exploration,USA,39.39870315600007,-99.41461918999994,first successful manned mission to the moon.,"nasa, neil armstrong, buzz aldrin",positive
661,civil rights act of 1964,1964,legislative,USA,39.39870315600007,-99.41461918999994,"prohibited discrimination based on race, color, religion, sex, or national origin.",lyndon b. johnson,positive
662,september 11 attacks,2001,terrorism,USA,39.39870315600007,-99.41461918999994,led to global war on terror and significant changes in us policies.,alunknownqaeda,negative
663,first mars helicopter flight,2021,space exploration,USA,39.39870315600007,-99.41461918999994,ingenuity helicopter made the first powered flight on another planet.,nasa,positive
664,brown v. board of education,1954,judicial,USA,39.39870315600007,-99.41461918999994,landmark supreme court ruling that declared segregation in public schools unconstitutional.,"supreme court, thurgood marshall",positive
665,vietnam war,1955,military,USA,39.39870315600007,-99.41461918999994,controversial conflict that sparked widespread protests and led to significant casualties.,multiple us administrations,negative
666,watergate scandal,1972,political scandal,USA,39.39870315600007,-99.41461918999994,led to the resignation of president richard nixon.,"richard nixon, democratic party",negative
667,challenger space shuttle disaster,1986,space exploration disaster,USA,39.39870315600007,-99.41461918999994,"space shuttle challenger broke apart shortly after launch, killing all seven crew members.",nasa,negative
668,fall of the berlin wall,1989,international,USA,39.39870315600007,-99.41461918999994,symbolized the end of the cold war and led to german reunification significant us involvement.,"ronald reagan, mikhail gorbachev",positive
669,oklahoma city bombing,1995,domestic terrorism,USA,39.39870315600007,-99.41461918999994,"deadliest act of domestic terrorism in the us until 911, leading to 168 deaths.","timothy mcveigh, terry nichols",negative
670,hurricane katrina,2005,natural disaster,USA,39.39870315600007,-99.41461918999994,"one of the deadliest hurricanes in us history, causing widespread destruction and loss of life.",unknown,negative
671,black lives matter movement,2013,social movement,USA,39.39870315600007,-99.41461918999994,movement against violence and systemic racism towards black people.,"activists, general public",positive
672,supreme court upholds obamacare,2012,judicial,USA,39.39870315600007,-99.41461918999994,"affirmed the constitutionality of the affordable care act, ensuring continued health coverage.",supreme court,positive
673,usunknownmexico border wall expansion,2017,politicalinfrastructure,USA,39.39870315600007,-99.41461918999994,controversial project aimed at curbing illegal immigration and trafficking.,donald trump,mixed
674,sameunknownsex marriage legalization,2015,legal,USA,39.39870315600007,-99.41461918999994,"supreme court legalized sameunknownsex marriage, a landmark decision.","supreme court, lgbtq activists",positive
675,metoo movement,2017,social movement,USA,39.39870315600007,-99.41461918999994,"movement against sexual harassment and assault, sparking global conversations.","tarana burke, alyssa milano",positive
676,capitol riot,2021,political,USA,39.39870315600007,-99.41461918999994,"violent attack on the us capitol, leading to concerns about democracy.","proponents of false claims, law enforcement",negative
677,george floyd protests and derek chauvin trial,2020,social movementlegal,USA,39.39870315600007,-99.41461918999994,nationwide protests against racial injustice derek chauvins trial and conviction.,"activists, legal system",mixed
678,paris agreement rejoining,2021,environmental,USA,39.39870315600007,-99.41461918999994,"rejoined the paris agreement, signaling renewed commitment to climate action.","joe biden, international leaders",positive
679,hurricane sandy,2012,natural disaster,USA,39.39870315600007,-99.41461918999994,devastating hurricane causing extensive damage and highlighting climate risks.,"local governments, relief efforts",negative
680,affordable care act obamacare implementation,2010,healthcare,USA,39.39870315600007,-99.41461918999994,implementation of the affordable care act aimed at improving healthcare access.,"barack obama, healthcare professionals",positive
681,march on washington for jobs and freedom,1963,social movement,USA,39.39870315600007,-99.41461918999994,"iconic civil rights march, culminating in martin luther king jr.s i have a dream speech.","martin luther king jr., activists",positive
682,assassination of president john f. kennedy,1963,political,USA,39.39870315600007,-99.41461918999994,"shocked the nation, leading to significant political consequences.",lee harvey oswald alleged,negative
683,stonewall riots,1969,social movement,USA,39.39870315600007,-99.41461918999994,marked the beginning of the modern lgbtq rights movement.,"lgbtq activists, police",positive
684,roe v. wade supreme court decision,1973,judicial,USA,39.39870315600007,-99.41461918999994,"legalized abortion nationwide, sparking ongoing debates.",supreme court,positive
685,tech boom and dotunknowncom bubble,1990,economic,USA,39.39870315600007,-99.41461918999994,"rapid growth in tech industry, followed by a market crash in 2000.","tech entrepreneurs, investors",mixed
686,enactment of the patriot act,2001,legislative,USA,39.39870315600007,-99.41461918999994,"expanded surveillance powers postunknown911, raising privacy concerns.","george w. bush, congress",mixed
687,housing market crash and great recession,2008,economic,USA,39.39870315600007,-99.41461918999994,"triggered global financial crisis, leading to widespread economic hardship.","financial institutions, government",negative
688,charlottesville rally and violence,2017,social unrest,USA,39.39870315600007,-99.41461918999994,highlighted racial tensions and sparked national debate on hate groups.,"white supremacists, counterprotesters",negative
689,us recognition of jerusalem as israels capital,2017,international policy,USA,39.39870315600007,-99.41461918999994,"shifted us foreign policy, leading to global reactions and tensions.","donald trump, israeli government",mixed
690,january 6 capitol attack,2021,domestic terrorism,USA,39.39870315600007,-99.41461918999994,"attempt to overturn the 2020 presidential election results, challenging democratic norms.","prounknowntrump rioters, u.s. congress",negative
691,withdrawal from afghanistan,2021,military,USA,39.39870315600007,-99.41461918999994,"ended americas longest war, resulting in rapid taliban takeover.","u.s. government, taliban",negative
692,first woman vice president elected,2021,political,USA,39.39870315600007,-99.41461918999994,"kamala harris becomes the first female, first black, and first asian american vice president.","kamala harris, american voters",positive
693,supreme court overturns roe v. wade,2022,judicial,USA,39.39870315600007,-99.41461918999994,"ended federal protection for abortion rights, leaving regulation to states.",u.s. supreme court,negative
694,launch of james webb space telescope,2021,space exploration,USA,39.39870315600007,-99.41461918999994,"advanced space observatory to study the universe, successor to hubble.","nasa, esa, csa",positive
695,boston tea party,1773,political protest,USA,39.39870315600007,-99.41461918999994,protest against british taxes on tea pivotal event leading to the american revolution.,american patriots,positive
696,lewis and clark expedition,1804,exploration,USA,39.39870315600007,-99.41461918999994,expedition to explore the newly acquired western territory of the united states.,"meriwether lewis, william clark",positive
697,california gold rush,1848,economic,USA,39.39870315600007,-99.41461918999994,led to a massive influx of settlers and rapid economic growth.,james w. marshall,positive
698,seneca falls convention,1848,social movement,USA,39.39870315600007,-99.41461918999994,"first womens rights convention in the u.s., sparking the suffrage movement.","elizabeth cady stanton, lucretia mott",positive
699,emancipation proclamation,1863,legislative,USA,39.39870315600007,-99.41461918999994,declared the freedom of all slaves in confederateunknownheld territory.,abraham lincoln,positive
700,transcontinental railroad completed,1869,infrastructure,USA,39.39870315600007,-99.41461918999994,"connected the east and west coasts, facilitating travel and commerce.","union pacific, central pacific railroads",positive
701,spanishunknownamerican war,1898,military,USA,39.39870315600007,-99.41461918999994,resulted in u.s. acquiring territories and emerging as a world power.,william mckinley,positive
702,wright brothers first flight,1903,aviation,USA,39.39870315600007,-99.41461918999994,marked the beginning of powered flight and the aviation era.,orville and wilbur wright,positive
703,mexicanunknownamerican war,1846,military,USA,39.39870315600007,-99.41461918999994,resulted in u.s. acquiring territories including california and new mexico.,james k. polk,positive
704,dred scott decision,1857,judicial,USA,39.39870315600007,-99.41461918999994,ruled african americans could not be american citizens and negated missouri compromise.,supreme court,negative
705,homestead act,1862,legislative,USA,39.39870315600007,-99.41461918999994,"provided land to settlers for development, leading to westward expansion.",abraham lincoln,positive
706,completion of the panama canal,1914,engineering achievement,USA,39.39870315600007,-99.41461918999994,facilitated maritime trade between atlantic and pacific oceans.,"theodore roosevelt, engineers",positive
707,entry into world war i,1917,military,USA,39.39870315600007,-99.41461918999994,"marked u.s. entry into wwi, significant impact on the wars outcome.",woodrow wilson,mixed
708,prohibition era begins,1920,legislative,USA,39.39870315600007,-99.41461918999994,"nationwide ban on alcohol production, sale, and transport.","us government, temperance movements",negative
709,social security act,1935,social welfare legislation,USA,39.39870315600007,-99.41461918999994,established a system of oldunknownage benefits and unemployment insurance.,franklin d. roosevelt,positive
710,attack on pearl harbor,1941,military,USA,39.39870315600007,-99.41461918999994,prompted u.s. entry into world war ii.,imperial japanese navy,negative
711,manhattan project and atomic bombing of hiroshima and nagasaki,1945,militaryscience,USA,39.39870315600007,-99.41461918999994,"led to the end of world war ii, significant ethical and geopolitical implications.","u.s. government, scientists",mixed
712,marshall plan implementation,1948,economic aid,USA,39.39870315600007,-99.41461918999994,"u.s. program to aid europes recovery postunknownwwii, strengthened western alliances.",george marshall,positive
713,united nations charter ratification,1945,international relations,USA,39.39870315600007,-99.41461918999994,"founding of the united nations, promoting international cooperation and peace.","franklin d. roosevelt, international leaders",positive
714,founding of jamestown,1607,settlement,USA,39.39870315600007,-99.41461918999994,"first permanent english settlement in the americas, economic and cultural development.","john smith, virginia company of london",positive
715,salem witch trials,1692,legal,USA,39.39870315600007,-99.41461918999994,series of hearings and prosecutions of people accused of witchcraft.,local magistrates,negative
716,french and indian war,1754,military,USA,39.39870315600007,-99.41461918999994,"conflict between british america and new france, part of a larger imperial war.",british and french empires,mixed
717,boston massacre,1770,preunknownrevolutionary conflict,USA,39.39870315600007,-99.41461918999994,"british soldiers killed five civilian men, fueling tensions leading to the revolution.",british army,negative
718,writing of the federalist papers,1787,political,USA,39.39870315600007,-99.41461918999994,essays promoting the ratification of the u.s. constitution.,"alexander hamilton, james madison, john jay",positive
719,war of 1812,1812,military,USA,39.39870315600007,-99.41461918999994,"conflict with britain over maritime rights, territorial expansion, and trade.",james madison,mixed
720,missouri compromise,1820,legislative,USA,39.39870315600007,-99.41461918999994,attempted to balance power between slave and free states entering the union.,henry clay,mixed
721,trail of tears,1838,forced relocation,USA,39.39870315600007,-99.41461918999994,"forced removal of cherokee and other tribes from their lands, many deaths.",andrew jackson,negative
722,compromise of 1850,1850,legislative,USA,39.39870315600007,-99.41461918999994,series of laws attempting to address slavery and territorial expansion.,"henry clay, stephen a. douglas",mixed
723,kansasunknownnebraska act,1854,legislative,USA,39.39870315600007,-99.41461918999994,"allowed states to decide on slavery, leading to bleeding kansas and heightened sectional tensions.",stephen a. douglas,negative
724,alaska purchase,1867,territorial acquisition,USA,39.39870315600007,-99.41461918999994,"acquisition of alaska from russia, significantly expanding u.s. territory.",william h. seward,positive
725,reconstruction era,1865,postunknowncivil war reconstruction,USA,39.39870315600007,-99.41461918999994,"attempt to rebuild and reform the southern states postunknowncivil war, mixed success.",u.s. government,mixed
726,gilded age,1870,economicsocial,USA,39.39870315600007,-99.41461918999994,"period of rapid economic growth, industrialization, and political corruption.","industrialists, politicians",mixed
727,confederation of canada,1867,political,Canada,60.108670000000075,-113.64257999999995,unification of provinces into a single dominion within the british empire.,"john a. macdonald, georgeunknowntienne cartier",positive
728,completion of the canadian pacific railway,1885,infrastructure,Canada,60.108670000000075,-113.64257999999995,"connected eastern canada to the west, facilitating settlement and trade.",sir john a. macdonald,positive
729,battle of vimy ridge,1917,military,Canada,60.108670000000075,-113.64257999999995,marked a turning point in canadian national pride and military achievement.,canadian corps,positive
730,discovery of insulin,1921,medical,Canada,60.108670000000075,-113.64257999999995,"revolutionized the treatment of diabetes, saving countless lives.","frederick banting, charles best",positive
731,newfoundland joins canada,1949,political,Canada,60.108670000000075,-113.64257999999995,newfoundland became the tenth province of canada.,joey smallwood,positive
